,Artist,Link,Title,Year,Genre
270,양희은,https://www.melon.com/song/detail.htm?songId=47168,이루어질 수 없는 사랑,1972,포크/블루스
271,조영남,https://www.melon.com/song/detail.htm?songId=2467963,이일병과 이쁜이,1972,성인가요
272,남진,https://www.melon.com/song/detail.htm?songId=1124963,임과 함께,1972,성인가요
273,임희숙,https://www.melon.com/song/detail.htm?songId=1569466,진정 난 몰랐네,1972,성인가요
274,조영남,https://www.melon.com/song/detail.htm?songId=1931245,최진사댁 셋째 딸,1972,발라드
275,나훈아,https://www.melon.com/song/detail.htm?songId=1124693,해변의 여인,1972,성인가요
276,박일남,https://www.melon.com/song/detail.htm?songId=4196824,희야,1972,성인가요
277,하춘화,https://www.melon.com/song/detail.htm?songId=1126115,강원도 아리랑,1973,성인가요
278,홍민,https://www.melon.com/song/detail.htm?songId=51777,고별,1973,발라드
279,이태리,https://www.melon.com/song/detail.htm?songId=5698743,고향 못 잊어,1973,성인가요
280,이장희,https://www.melon.com/song/detail.htm?songId=1767912,그건 너,1973,포크/블루스
281,남진,https://www.melon.com/song/detail.htm?songId=1124977,그대여 변치마오,1973,성인가요
282,김추자,https://www.melon.com/song/detail.htm?songId=47995,그럴수가 있나요,1973,성인가요
283,방주연,https://www.melon.com/song/detail.htm?songId=65464,기다리게 해놓고,1973,"발라드, 성인가요"
284,서유석,https://www.melon.com/song/detail.htm?songId=992659,나는 너를,1973,포크/블루스
285,김세레나,https://www.melon.com/song/detail.htm?songId=665972,내 강산 좋을시구,1973,성인가요
286,김부자,https://www.melon.com/song/detail.htm?songId=1004593,달과 함께 별과 함께,1973,성인가요
287,박우철,https://www.melon.com/song/detail.htm?songId=1415685,돌아와,1973,성인가요
288,은희,https://www.melon.com/song/detail.htm?songId=65432,등대지기,1973,성인가요
289,장현,https://www.melon.com/song/detail.htm?songId=1086733,마른잎,1973,록/메탈
290,윤항기,https://www.melon.com/song/detail.htm?songId=30948713,목이 메어,1973,성인가요
291,홍민,https://www.melon.com/song/detail.htm?songId=3006710,미련,1973,성인가요
292,4월과 5월,https://www.melon.com/song/detail.htm?songId=3891950,바다의 여인,1973,포크/블루스
293,윤항기,https://www.melon.com/song/detail.htm?songId=903231,별이 빛나는 밤에,1973,성인가요
294,장미화,https://www.melon.com/song/detail.htm?songId=60543,봄이 오면 (Hello-A),1973,성인가요
295,이용복,https://www.melon.com/song/detail.htm?songId=2425262,사랑의 모닥불,1973,성인가요
